Id do usuario;Score médio das perguntas;escala do score médio das perguntas;Score médio das respostas;escala do score médio das respostas;Reputação ;Escala da reputação;Percentual de perguntas da linguagem JavaScript;Escala do percentual de perguntas da linguagem JavaScript;Percentual de respostas da linguagem JavaScript;Escala do percentual de respostas da linguagem JavaScript;Percentual de perguntas da linguagem C;Escala do percentual de perguntas da linguagem C;Percentual de respostas da linguagem C;Escala do percentual de respostas da linguagem C;Percentual de perguntas da linguagem C++;Escala do percentual de perguntas da linguagem C++;Percentual de respostas da linguagem C++;Escala do percentual de respostas da linguagem C++
1780632;1,60;2;0,35;1;7367;4;0;0;0;0;0;0;0;0;0;0;0;0
