Nome/Dono;	URL;	Linguagem Primária;	Pull Requests Aceitas;	Releases;	Issues Fechadas;	Total de Issues;	Data de Criação;	Última Atualização;
ctripcorp/apollo;	https://github.com/ctripcorp/apollo;	Java;	887;	24;	1833;	1999;	2016-03-04T10:24:23Z;	2020-05-11T01:25:45Z;
CymChad/BaseRecyclerViewAdapterHelper;	https://github.com/CymChad/BaseRecyclerViewAdapterHelper;	Java;	190;	190;	2768;	2907;	2016-04-10T07:40:11Z;	2020-05-10T23:52:33Z;
Netflix/Hystrix;	https://github.com/Netflix/Hystrix;	Java;	672;	79;	671;	997;	2012-11-19T20:14:46Z;	2020-05-10T20:19:43Z;
ReactiveX/RxAndroid;	https://github.com/ReactiveX/RxAndroid;	Java;	167;	18;	336;	336;	2014-08-19T03:46:38Z;	2020-05-10T16:44:44Z;
google/gson;	https://github.com/google/gson;	Java;	202;	0;	849;	1262;	2015-03-19T18:21:20Z;	2020-05-10T21:34:45Z;
SeleniumHQ/selenium;	https://github.com/SeleniumHQ/selenium;	Java;	488;	27;	6046;	6440;	2013-01-14T21:40:56Z;	2020-05-10T22:30:23Z;
square/picasso;	https://github.com/square/picasso;	Java;	469;	6;	1317;	1498;	2013-05-14T15:07:47Z;	2020-05-10T20:12:46Z;
libgdx/libgdx;	https://github.com/libgdx/libgdx;	Java;	2026;	3;	2850;	3128;	2012-08-10T19:34:38Z;	2020-05-11T01:16:19Z;
nostra13/Android-Universal-Image-Loader;	https://github.com/nostra13/Android-Universal-Image-Loader;	Java;	51;	0;	770;	1205;	2011-11-27T18:48:23Z;	2020-05-10T23:05:37Z;
chrisbanes/PhotoView;	https://github.com/chrisbanes/PhotoView;	Java;	52;	5;	468;	615;	2012-07-17T16:39:00Z;	2020-05-10T09:07:53Z;
facebook/fresco;	https://github.com/facebook/fresco;	Java;	81;	41;	1994;	2099;	2015-03-02T09:58:04Z;	2020-05-10T21:46:34Z;
lenve/vhr;	https://github.com/lenve/vhr;	Java;	0;	0;	81;	188;	2018-01-04T08:57:51Z;	2020-05-11T01:18:16Z;
apache/kafka;	https://github.com/apache/kafka;	Java;	2864;	0;	0;	0;	2011-08-15T18:06:16Z;	2020-05-10T19:25:53Z;
qiurunze123/miaosha;	https://github.com/qiurunze123/miaosha;	Java;	8;	0;	29;	43;	2018-09-14T04:36:24Z;	2020-05-10T17:13:08Z;
seata/seata;	https://github.com/seata/seata;	Java;	967;	27;	1157;	1412;	2018-12-28T08:37:22Z;	2020-05-11T00:55:41Z;
google/ExoPlayer;	https://github.com/google/ExoPlayer;	Java;	429;	0;	6058;	6460;	2014-06-13T21:19:18Z;	2020-05-11T00:58:06Z;
jenkinsci/jenkins;	https://github.com/jenkinsci/jenkins;	Java;	3343;	46;	0;	0;	2010-11-22T21:21:23Z;	2020-05-11T00:58:49Z;
shuzheng/zheng;	https://github.com/shuzheng/zheng;	Java;	10;	0;	60;	89;	2016-10-04T10:07:06Z;	2020-05-11T01:10:13Z;
halo-dev/halo;	https://github.com/halo-dev/halo;	Java;	189;	53;	502;	562;	2018-03-21T12:56:52Z;	2020-05-11T00:59:54Z;
Tencent/tinker;	https://github.com/Tencent/tinker;	Java;	63;	32;	996;	1278;	2016-09-06T06:57:52Z;	2020-05-11T01:15:13Z;
bazelbuild/bazel;	https://github.com/bazelbuild/bazel;	Java;	23;	85;	5437;	7631;	2014-06-12T16:00:38Z;	2020-05-10T22:17:25Z;
alibaba/easyexcel;	https://github.com/alibaba/easyexcel;	Java;	40;	1;	1165;	1190;	2018-02-06T03:14:08Z;	2020-05-11T01:34:18Z;
wuyouzhuguli/SpringAll;	https://github.com/wuyouzhuguli/SpringAll;	Java;	1;	0;	22;	29;	2018-05-02T02:48:44Z;	2020-05-11T01:14:26Z;
hollischuang/toBeTopJavaer;	https://github.com/hollischuang/toBeTopJavaer;	Java;	21;	0;	27;	37;	2018-10-25T09:54:54Z;	2020-05-11T01:28:19Z;
didi/DoraemonKit;	https://github.com/didi/DoraemonKit;	Java;	119;	3;	309;	326;	2018-08-14T10:32:07Z;	2020-05-11T00:52:15Z;
android10/Android-CleanArchitecture;	https://github.com/android10/Android-CleanArchitecture;	Java;	13;	0;	121;	246;	2014-08-19T14:09:26Z;	2020-05-11T01:10:36Z;
CarGuo/GSYVideoPlayer;	https://github.com/CarGuo/GSYVideoPlayer;	Java;	11;	16;	2588;	2603;	2016-11-13T12:34:31Z;	2020-05-10T14:36:20Z;
DrKLO/Telegram;	https://github.com/DrKLO/Telegram;	Java;	16;	22;	0;	0;	2013-10-25T14:08:10Z;	2020-05-11T01:27:21Z;
xuxueli/xxl-job;	https://github.com/xuxueli/xxl-job;	Java;	73;	29;	1352;	1445;	2015-11-28T12:59:34Z;	2020-05-11T01:36:20Z;
alibaba/canal;	https://github.com/alibaba/canal;	Java;	310;	19;	1872;	2320;	2013-01-13T10:59:52Z;	2020-05-11T00:29:20Z;
xkcoding/spring-boot-demo;	https://github.com/xkcoding/spring-boot-demo;	Java;	9;	0;	52;	85;	2017-11-10T06:27:29Z;	2020-05-11T01:28:54Z;
mybatis/mybatis-3;	https://github.com/mybatis/mybatis-3;	Java;	603;	31;	880;	989;	2013-02-14T19:03:32Z;	2020-05-11T01:33:42Z;
alibaba/spring-cloud-alibaba;	https://github.com/alibaba/spring-cloud-alibaba;	Java;	373;	12;	688;	914;	2017-12-01T20:49:15Z;	2020-05-11T01:21:07Z;
dbeaver/dbeaver;	https://github.com/dbeaver/dbeaver;	Java;	619;	103;	6628;	7917;	2015-10-21T08:26:28Z;	2020-05-11T01:31:25Z;
lgvalle/Material-Animations;	https://github.com/lgvalle/Material-Animations;	Java;	12;	0;	27;	40;	2015-03-08T20:54:00Z;	2020-05-10T21:52:46Z;
apache/skywalking;	https://github.com/apache/skywalking;	Java;	2122;	37;	2195;	2286;	2015-11-07T03:30:36Z;	2020-05-11T01:24:12Z;
dianping/cat;	https://github.com/dianping/cat;	Java;	859;	0;	942;	991;	2012-12-05T02:31:48Z;	2020-05-11T01:08:35Z;
hdodenhof/CircleImageView;	https://github.com/hdodenhof/CircleImageView;	Java;	13;	0;	324;	328;	2014-01-17T16:44:46Z;	2020-05-10T23:06:23Z;
signalapp/Signal-Android;	https://github.com/signalapp/Signal-Android;	Java;	236;	0;	6878;	7418;	2011-12-15T20:01:12Z;	2020-05-10T22:59:39Z;
redisson/redisson;	https://github.com/redisson/redisson;	Java;	216;	80;	2311;	2447;	2014-01-11T14:06:25Z;	2020-05-11T01:25:56Z;
react-native-community/lottie-react-native;	https://github.com/react-native-community/lottie-react-native;	Java;	118;	0;	404;	481;	2017-01-27T18:24:50Z;	2020-05-10T22:31:22Z;
winterbe/java8-tutorial;	https://github.com/winterbe/java8-tutorial;	Java;	10;	0;	0;	0;	2014-03-16T17:25:43Z;	2020-05-10T22:31:55Z;
apache/flink;	https://github.com/apache/flink;	Java;	2344;	0;	0;	0;	2014-06-07T07:00:10Z;	2020-05-11T00:17:24Z;
brettwooldridge/HikariCP;	https://github.com/brettwooldridge/HikariCP;	Java;	183;	0;	1068;	1270;	2013-10-08T05:43:03Z;	2020-05-10T17:06:48Z;
JeffLi1993/springboot-learning-example;	https://github.com/JeffLi1993/springboot-learning-example;	Java;	6;	0;	62;	71;	2017-02-06T07:02:25Z;	2020-05-10T20:58:25Z;
openzipkin/zipkin;	https://github.com/openzipkin/zipkin;	Java;	1474;	60;	966;	1143;	2012-06-06T18:26:16Z;	2020-05-10T17:15:07Z;
EnterpriseQualityCoding/FizzBuzzEnterpriseEdition;	https://github.com/EnterpriseQualityCoding/FizzBuzzEnterpriseEdition;	Java;	56;	0;	70;	362;	2012-11-24T00:14:41Z;	2020-05-11T00:18:07Z;
forezp/SpringCloudLearning;	https://github.com/forezp/SpringCloudLearning;	Java;	0;	0;	11;	43;	2017-04-08T10:06:56Z;	2020-05-11T00:27:41Z;
linlinjava/litemall;	https://github.com/linlinjava/litemall;	Java;	59;	7;	241;	270;	2018-03-22T16:42:30Z;	2020-05-11T01:30:44Z;
oracle/graal;	https://github.com/oracle/graal;	Java;	384;	32;	1146;	1738;	2016-01-14T17:11:35Z;	2020-05-10T20:50:57Z;
LMAX-Exchange/disruptor;	https://github.com/LMAX-Exchange/disruptor;	Java;	42;	10;	210;	218;	2012-09-21T13:42:24Z;	2020-05-10T17:19:42Z;
looly/hutool;	https://github.com/looly/hutool;	Java;	62;	56;	718;	718;	2014-04-13T07:23:51Z;	2020-05-11T01:35:57Z;
orhanobut/logger;	https://github.com/orhanobut/logger;	Java;	28;	16;	133;	179;	2015-03-20T22:30:12Z;	2020-05-09T17:56:18Z;
alibaba/Sentinel;	https://github.com/alibaba/Sentinel;	Java;	288;	15;	822;	1005;	2018-04-04T06:37:33Z;	2020-05-10T16:53:17Z;
greenrobot/greenDAO;	https://github.com/greenrobot/greenDAO;	Java;	36;	8;	752;	907;	2011-10-22T16:15:14Z;	2020-05-10T09:30:54Z;
alibaba/nacos;	https://github.com/alibaba/nacos;	Java;	492;	24;	1574;	2066;	2018-06-15T06:49:27Z;	2020-05-11T01:12:35Z;
facebook/stetho;	https://github.com/facebook/stetho;	Java;	262;	12;	308;	359;	2015-01-22T22:34:10Z;	2020-05-10T13:08:38Z;
alibaba/ARouter;	https://github.com/alibaba/ARouter;	Java;	71;	15;	644;	694;	2016-12-14T01:27:49Z;	2020-05-09T09:09:49Z;
daimajia/AndroidSwipeLayout;	https://github.com/daimajia/AndroidSwipeLayout;	Java;	22;	18;	146;	494;	2014-08-25T04:09:33Z;	2020-05-10T10:44:20Z;
Bigkoo/Android-PickerView;	https://github.com/Bigkoo/Android-PickerView;	Java;	32;	0;	510;	826;	2014-12-28T01:46:38Z;	2020-05-09T09:13:53Z;
Curzibn/Luban;	https://github.com/Curzibn/Luban;	Java;	11;	6;	225;	341;	2016-07-24T07:43:21Z;	2020-05-10T08:39:56Z;
eclipse/deeplearning4j;	https://github.com/eclipse/deeplearning4j;	Java;	3340;	0;	4253;	5254;	2013-11-27T02:03:28Z;	2020-05-10T20:14:05Z;
zhangdaiscott/jeecg-boot;	https://github.com/zhangdaiscott/jeecg-boot;	Java;	5;	0;	933;	964;	2018-11-26T10:40:00Z;	2020-05-11T01:36:16Z;
wix/react-native-navigation;	https://github.com/wix/react-native-navigation;	Java;	1342;	1;	2927;	3048;	2016-03-11T11:22:54Z;	2020-05-10T13:41:49Z;
dyc87112/SpringBoot-Learning;	https://github.com/dyc87112/SpringBoot-Learning;	Java;	1;	0;	8;	27;	2016-08-21T03:39:06Z;	2020-05-11T01:25:07Z;
daimajia/AndroidViewAnimations;	https://github.com/daimajia/AndroidViewAnimations;	Java;	21;	9;	73;	121;	2014-06-23T03:53:13Z;	2020-05-10T16:33:20Z;
jfeinstein10/SlidingMenu;	https://github.com/jfeinstein10/SlidingMenu;	Java;	35;	0;	382;	645;	2012-06-30T05:14:23Z;	2020-05-09T03:08:14Z;
Konloch/bytecode-viewer;	https://github.com/Konloch/bytecode-viewer;	Java;	35;	48;	163;	215;	2014-10-14T10:26:46Z;	2020-05-10T17:48:58Z;
Tencent/QMUI_Android;	https://github.com/Tencent/QMUI_Android;	Java;	10;	32;	643;	893;	2017-04-21T10:03:18Z;	2020-05-11T00:52:11Z;
zhihu/Matisse;	https://github.com/zhihu/Matisse;	Java;	67;	15;	291;	616;	2017-04-13T01:31:05Z;	2020-05-10T13:45:29Z;
androidannotations/androidannotations;	https://github.com/androidannotations/androidannotations;	Java;	548;	0;	1597;	1639;	2012-01-06T08:48:03Z;	2020-05-09T22:01:05Z;
apache/shardingsphere;	https://github.com/apache/shardingsphere;	Java;	2248;	40;	2811;	2921;	2016-01-18T12:49:26Z;	2020-05-11T01:25:17Z;
eclipse-vertx/vert.x;	https://github.com/eclipse-vertx/vert.x;	Java;	938;	0;	1621;	1815;	2011-06-17T14:54:55Z;	2020-05-10T17:40:17Z;
realm/realm-java;	https://github.com/realm/realm-java;	Java;	2313;	0;	3616;	4021;	2012-04-20T09:18:42Z;	2020-05-10T03:46:33Z;
apache/rocketmq;	https://github.com/apache/rocketmq;	Java;	414;	0;	753;	869;	2016-11-30T08:00:08Z;	2020-05-11T00:58:24Z;
Tencent/VasSonic;	https://github.com/Tencent/VasSonic;	Java;	70;	10;	201;	232;	2017-08-01T08:35:13Z;	2020-05-11T00:52:55Z;
android-async-http/android-async-http;	https://github.com/android-async-http/android-async-http;	Java;	157;	2;	950;	1056;	2011-02-20T03:25:07Z;	2020-05-09T15:20:39Z;
mockito/mockito;	https://github.com/mockito/mockito;	Java;	677;	70;	770;	1022;	2012-10-13T20:27:12Z;	2020-05-11T01:31:07Z;
prestodb/presto;	https://github.com/prestodb/presto;	Java;	6750;	0;	3249;	4129;	2012-08-09T01:03:37Z;	2020-05-10T18:51:26Z;
apache/hadoop;	https://github.com/apache/hadoop;	Java;	710;	0;	0;	0;	2014-08-28T07:00:08Z;	2020-05-10T16:22:32Z;
alibaba/vlayout;	https://github.com/alibaba/vlayout;	Java;	13;	34;	308;	476;	2017-02-27T08:11:47Z;	2020-05-11T01:21:33Z;
naver/pinpoint;	https://github.com/naver/pinpoint;	Java;	3705;	38;	2593;	2705;	2014-10-20T09:27:22Z;	2020-05-10T12:40:11Z;
arduino/Arduino;	https://github.com/arduino/Arduino;	Java;	668;	30;	7637;	8466;	2010-09-17T19:10:36Z;	2020-05-10T19:43:28Z;
JakeWharton/ViewPagerIndicator;	https://github.com/JakeWharton/ViewPagerIndicator;	Java;	21;	0;	146;	281;	2011-08-04T17:13:44Z;	2020-05-09T02:12:04Z;
material-components/material-components-android;	https://github.com/material-components/material-components-android;	Java;	7;	22;	749;	1082;	2016-12-05T16:11:29Z;	2020-05-10T19:27:56Z;
lipangit/JiaoZiVideoPlayer;	https://github.com/lipangit/JiaoZiVideoPlayer;	Java;	41;	78;	2380;	2615;	2016-02-06T11:04:24Z;	2020-05-11T00:02:01Z;
iBotPeaches/Apktool;	https://github.com/iBotPeaches/Apktool;	Java;	160;	12;	1854;	2098;	2012-03-19T17:46:53Z;	2020-05-10T22:22:16Z;
wasabeef/recyclerview-animators;	https://github.com/wasabeef/recyclerview-animators;	Java;	46;	0;	25;	125;	2014-12-22T14:07:08Z;	2020-05-10T14:29:11Z;
jeasonlzy/okhttp-OkGo;	https://github.com/jeasonlzy/okhttp-OkGo;	Java;	5;	14;	508;	917;	2016-01-15T10:35:24Z;	2020-05-11T01:29:33Z;
permissions-dispatcher/PermissionsDispatcher;	https://github.com/permissions-dispatcher/PermissionsDispatcher;	Java;	234;	39;	397;	405;	2015-08-15T21:41:05Z;	2020-05-09T12:10:54Z;
Yalantis/uCrop;	https://github.com/Yalantis/uCrop;	Java;	78;	10;	404;	504;	2016-01-05T13:41:06Z;	2020-05-10T14:10:26Z;
JessYanCoding/AndroidAutoSize;	https://github.com/JessYanCoding/AndroidAutoSize;	Java;	3;	14;	272;	282;	2018-08-17T09:04:19Z;	2020-05-10T15:41:22Z;
H07000223/FlycoTabLayout;	https://github.com/H07000223/FlycoTabLayout;	Java;	0;	4;	161;	474;	2015-11-09T01:53:19Z;	2020-05-11T01:23:55Z;
youth5201314/banner;	https://github.com/youth5201314/banner;	Java;	9;	0;	731;	759;	2016-04-22T05:50:25Z;	2020-05-11T01:08:41Z;
liaohuqiu/android-Ultra-Pull-To-Refresh;	https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh;	Java;	19;	8;	145;	295;	2014-11-13T03:13:10Z;	2020-05-10T06:45:13Z;
android-hacker/VirtualXposed;	https://github.com/android-hacker/VirtualXposed;	Java;	34;	46;	680;	798;	2017-12-01T09:00:58Z;	2020-05-10T22:06:29Z;
apache/druid;	https://github.com/apache/druid;	Java;	5532;	39;	2570;	3455;	2012-10-23T19:08:07Z;	2020-05-10T08:35:48Z;
tbruyelle/RxPermissions;	https://github.com/tbruyelle/RxPermissions;	Java;	34;	9;	167;	251;	2015-09-29T13:55:09Z;	2020-05-10T09:18:46Z;
medcl/elasticsearch-analysis-ik;	https://github.com/medcl/elasticsearch-analysis-ik;	Java;	50;	108;	450;	688;	2011-12-16T09:01:45Z;	2020-05-11T00:43:55Z;
ksoichiro/Android-ObservableScrollView;	https://github.com/ksoichiro/Android-ObservableScrollView;	Java;	18;	0;	88;	261;	2014-11-08T14:45:20Z;	2020-05-10T16:58:32Z;
lingochamp/FileDownloader;	https://github.com/lingochamp/FileDownloader;	Java;	36;	65;	1181;	1270;	2015-12-22T11:17:16Z;	2020-05-09T09:10:07Z;
pockethub/PocketHub;	https://github.com/pockethub/PocketHub;	Java;	379;	1;	535;	654;	2011-09-08T16:52:50Z;	2020-05-09T14:53:13Z;
JessYanCoding/MVPArms;	https://github.com/JessYanCoding/MVPArms;	Java;	32;	25;	274;	289;	2016-08-06T08:49:56Z;	2020-05-10T09:04:36Z;
YoKeyword/Fragmentation;	https://github.com/YoKeyword/Fragmentation;	Java;	31;	30;	1023;	1201;	2016-02-23T08:54:55Z;	2020-05-09T11:23:25Z;
Netflix/eureka;	https://github.com/Netflix/eureka;	Java;	682;	119;	497;	514;	2012-07-26T22:23:07Z;	2020-05-10T23:06:43Z;
google/guice;	https://github.com/google/guice;	Java;	126;	11;	789;	1086;	2014-05-28T23:18:53Z;	2020-05-10T22:16:01Z;
81813780/AVLoadingIndicatorView;	https://github.com/81813780/AVLoadingIndicatorView;	Java;	8;	1;	37;	100;	2015-10-24T20:18:33Z;	2020-05-10T17:50:29Z;
Netflix/zuul;	https://github.com/Netflix/zuul;	Java;	301;	3;	272;	440;	2013-03-13T18:53:57Z;	2020-05-10T23:06:07Z;
rzwitserloot/lombok;	https://github.com/rzwitserloot/lombok;	Java;	153;	0;	1580;	2195;	2009-06-08T19:46:41Z;	2020-05-10T23:41:20Z;
aosp-mirror/platform_frameworks_base;	https://github.com/aosp-mirror/platform_frameworks_base;	Java;	1;	0;	0;	0;	2008-10-21T18:20:37Z;	2020-05-11T01:33:04Z;
pagehelper/Mybatis-PageHelper;	https://github.com/pagehelper/Mybatis-PageHelper;	Java;	15;	6;	348;	484;	2014-06-09T15:32:30Z;	2020-05-10T19:40:38Z;
navasmdc/MaterialDesignLibrary;	https://github.com/navasmdc/MaterialDesignLibrary;	Java;	20;	3;	117;	331;	2014-09-30T07:37:17Z;	2020-05-09T21:57:52Z;
xetorthio/jedis;	https://github.com/xetorthio/jedis;	Java;	555;	37;	1129;	1264;	2010-06-11T13:04:43Z;	2020-05-10T05:08:47Z;
nathanmarz/storm;	https://github.com/nathanmarz/storm;	Java;	144;	0;	0;	0;	2011-09-17T07:55:13Z;	2020-05-09T08:47:27Z;
umano/AndroidSlidingUpPanel;	https://github.com/umano/AndroidSlidingUpPanel;	Java;	81;	8;	553;	815;	2013-05-31T18:33:53Z;	2020-05-10T07:33:55Z;
code4craft/webmagic;	https://github.com/code4craft/webmagic;	Java;	57;	20;	532;	776;	2013-04-23T12:57:36Z;	2020-05-10T04:36:11Z;
GoogleContainerTools/jib;	https://github.com/GoogleContainerTools/jib;	Java;	1340;	87;	946;	1038;	2018-01-22T18:30:43Z;	2020-05-10T23:52:55Z;
chrisbanes/Android-PullToRefresh;	https://github.com/chrisbanes/Android-PullToRefresh;	Java;	30;	0;	0;	0;	2011-11-29T09:59:56Z;	2020-05-09T03:05:37Z;
perwendel/spark;	https://github.com/perwendel/spark;	Java;	250;	0;	535;	699;	2011-05-05T11:52:05Z;	2020-05-10T08:18:47Z;
wasabeef/glide-transformations;	https://github.com/wasabeef/glide-transformations;	Java;	30;	0;	101;	137;	2015-01-09T10:33:29Z;	2020-05-10T04:10:57Z;
codecentric/spring-boot-admin;	https://github.com/codecentric/spring-boot-admin;	Java;	105;	49;	1147;	1178;	2014-07-25T11:39:13Z;	2020-05-09T10:54:56Z;
sqshq/piggymetrics;	https://github.com/sqshq/piggymetrics;	Java;	21;	2;	0;	0;	2015-03-29T17:56:31Z;	2020-05-11T01:00:21Z;
google/auto;	https://github.com/google/auto;	Java;	323;	34;	322;	391;	2013-05-22T21:41:56Z;	2020-05-11T01:24:34Z;
LuckSiege/PictureSelector;	https://github.com/LuckSiege/PictureSelector;	Java;	2;	86;	1233;	1378;	2017-01-04T07:47:39Z;	2020-05-11T01:15:15Z;
elunez/eladmin;	https://github.com/elunez/eladmin;	Java;	23;	5;	269;	272;	2018-12-14T08:54:24Z;	2020-05-10T15:49:23Z;
chrisjenx/Calligraphy;	https://github.com/chrisjenx/Calligraphy;	Java;	67;	4;	303;	382;	2013-12-20T02:35:45Z;	2020-05-08T09:12:07Z;
baomidou/mybatis-plus;	https://github.com/baomidou/mybatis-plus;	Java;	147;	16;	2180;	2217;	2016-08-18T10:06:53Z;	2020-05-10T14:52:18Z;
java-decompiler/jd-gui;	https://github.com/java-decompiler/jd-gui;	Java;	9;	18;	166;	263;	2015-03-25T05:28:41Z;	2020-05-10T14:36:42Z;
bilibili/DanmakuFlameMaster;	https://github.com/bilibili/DanmakuFlameMaster;	Java;	41;	5;	151;	386;	2013-08-11T12:18:50Z;	2020-05-10T15:32:36Z;
TeamNewPipe/NewPipe;	https://github.com/TeamNewPipe/NewPipe;	Java;	529;	80;	2136;	2769;	2015-09-03T23:39:26Z;	2020-05-10T17:34:03Z;
frank-lam/fullstack-tutorial;	https://github.com/frank-lam/fullstack-tutorial;	Java;	23;	0;	17;	29;	2018-04-13T01:50:10Z;	2020-05-10T11:26:41Z;
daniulive/SmarterStreaming;	https://github.com/daniulive/SmarterStreaming;	Java;	0;	0;	92;	96;	2016-03-26T14:46:02Z;	2020-05-10T14:45:57Z;
googlesamples/easypermissions;	https://github.com/googlesamples/easypermissions;	Java;	84;	12;	184;	190;	2015-12-22T18:05:53Z;	2020-05-11T01:34:12Z;
react-native-community/react-native-camera;	https://github.com/react-native-community/react-native-camera;	Java;	645;	92;	1866;	1956;	2015-04-01T00:54:40Z;	2020-05-10T18:06:59Z;
roughike/BottomBar;	https://github.com/roughike/BottomBar;	Java;	67;	4;	476;	741;	2016-03-16T01:31:05Z;	2020-05-09T15:34:36Z;
