Nome/Dono;	URL;	Linguagem Primária;	Pull Requests Aceitas;	Releases;	Issues Fechadas;	Total de Issues;	Data de Criação;	Última Atualização;
google/cadvisor;	https://github.com/google/cadvisor;	Go;	1245;	68;	629;	1031;	2014-06-09T16:36:33Z;	2020-05-10T15:28:08Z;
peterq/pan-light;	https://github.com/peterq/pan-light;	Go;	1;	1;	17;	74;	2019-03-21T14:34:26Z;	2020-05-11T01:14:10Z;
stretchr/testify;	https://github.com/stretchr/testify;	Go;	293;	8;	321;	474;	2012-10-16T16:43:17Z;	2020-05-10T19:50:31Z;
iawia002/annie;	https://github.com/iawia002/annie;	Go;	149;	65;	335;	507;	2018-02-24T11:29:03Z;	2020-05-10T16:34:54Z;
hyperledger/fabric;	https://github.com/hyperledger/fabric;	Go;	756;	22;	0;	0;	2016-08-25T16:05:27Z;	2020-05-11T01:53:13Z;
hashicorp/packer;	https://github.com/hashicorp/packer;	Go;	3271;	7;	4781;	5254;	2013-03-23T05:43:03Z;	2020-05-10T19:05:09Z;
restic/restic;	https://github.com/restic/restic;	Go;	941;	27;	1164;	1576;	2014-04-27T14:07:58Z;	2020-05-10T23:09:52Z;
google/grumpy;	https://github.com/google/grumpy;	Go;	224;	0;	77;	136;	2016-12-21T17:49:01Z;	2020-05-10T22:31:12Z;
vitessio/vitess;	https://github.com/vitessio/vitess;	Go;	4460;	27;	761;	1179;	2013-06-27T21:20:28Z;	2020-05-10T12:11:38Z;
google/gvisor;	https://github.com/google/gvisor;	Go;	1643;	0;	311;	598;	2018-04-26T21:28:49Z;	2020-05-11T00:52:32Z;
bcicen/ctop;	https://github.com/bcicen/ctop;	Go;	35;	12;	100;	145;	2016-12-27T02:25:57Z;	2020-05-11T01:32:25Z;
gizak/termui;	https://github.com/gizak/termui;	Go;	60;	0;	133;	177;	2015-02-03T14:09:27Z;	2020-05-10T21:59:14Z;
uber-go/zap;	https://github.com/uber-go/zap;	Go;	319;	24;	349;	408;	2016-02-18T19:52:56Z;	2020-05-10T17:46:47Z;
go-kratos/kratos;	https://github.com/go-kratos/kratos;	Go;	193;	13;	240;	298;	2019-01-10T10:42:31Z;	2020-05-10T16:38:16Z;
ipfs/go-ipfs;	https://github.com/ipfs/go-ipfs;	Go;	2977;	14;	2630;	3494;	2014-06-26T08:14:34Z;	2020-05-10T18:52:34Z;
GoogleContainerTools/skaffold;	https://github.com/GoogleContainerTools/skaffold;	Go;	2098;	58;	1510;	1729;	2018-01-23T18:51:29Z;	2020-05-11T01:00:22Z;
fyne-io/fyne;	https://github.com/fyne-io/fyne;	Go;	298;	12;	442;	573;	2018-02-04T22:07:16Z;	2020-05-10T23:14:06Z;
chrislusf/seaweedfs;	https://github.com/chrislusf/seaweedfs;	Go;	239;	71;	999;	1018;	2014-07-14T16:41:37Z;	2020-05-10T08:04:11Z;
dutchcoders/transfer.sh;	https://github.com/dutchcoders/transfer.sh;	Go;	75;	7;	184;	196;	2014-10-09T07:01:40Z;	2020-05-11T01:00:40Z;
go-sql-driver/mysql;	https://github.com/go-sql-driver/mysql;	Go;	290;	13;	628;	676;	2012-12-09T20:33:55Z;	2020-05-11T00:48:48Z;
gopherjs/gopherjs;	https://github.com/gopherjs/gopherjs;	Go;	179;	0;	480;	697;	2013-08-27T22:23:58Z;	2020-05-10T21:22:19Z;
grafana/loki;	https://github.com/grafana/loki;	Go;	1022;	10;	704;	838;	2018-04-16T09:22:48Z;	2020-05-11T01:43:36Z;
hoanhan101/ultimate-go;	https://github.com/hoanhan101/ultimate-go;	Go;	22;	0;	7;	9;	2018-04-28T04:11:24Z;	2020-05-11T01:55:00Z;
esimov/caire;	https://github.com/esimov/caire;	Go;	9;	10;	41;	42;	2018-01-08T19:23:04Z;	2020-05-11T01:48:24Z;
rkt/rkt;	https://github.com/rkt/rkt;	Go;	2062;	65;	1109;	1558;	2014-11-11T23:13:18Z;	2020-05-10T04:14:20Z;
elastic/beats;	https://github.com/elastic/beats;	Go;	11880;	141;	3427;	4933;	2014-02-05T19:01:02Z;	2020-05-11T00:42:24Z;
PuerkitoBio/goquery;	https://github.com/PuerkitoBio/goquery;	Go;	36;	9;	269;	273;	2012-08-29T02:14:59Z;	2020-05-10T22:11:22Z;
snail007/goproxy;	https://github.com/snail007/goproxy;	Go;	62;	3;	250;	279;	2017-09-11T11:10:28Z;	2020-05-11T01:03:40Z;
asciimoo/wuzz;	https://github.com/asciimoo/wuzz;	Go;	43;	4;	39;	63;	2017-01-30T21:22:00Z;	2020-05-11T01:57:37Z;
go-redis/redis;	https://github.com/go-redis/redis;	Go;	545;	0;	572;	635;	2012-07-25T13:01:39Z;	2020-05-11T01:28:00Z;
golang/groupcache;	https://github.com/golang/groupcache;	Go;	32;	0;	53;	70;	2013-07-22T21:55:07Z;	2020-05-10T16:38:37Z;
influxdata/telegraf;	https://github.com/influxdata/telegraf;	Go;	2102;	85;	3329;	4114;	2015-04-01T16:28:44Z;	2020-05-10T12:10:51Z;
docker-slim/docker-slim;	https://github.com/docker-slim/docker-slim;	Go;	18;	22;	62;	123;	2015-09-09T17:39:11Z;	2020-05-11T01:26:55Z;
Netflix/chaosmonkey;	https://github.com/Netflix/chaosmonkey;	Go;	41;	0;	10;	15;	2016-10-18T22:36:41Z;	2020-05-10T12:14:24Z;
ory/hydra;	https://github.com/ory/hydra;	Go;	756;	159;	914;	985;	2015-05-22T12:42:08Z;	2020-05-11T01:12:58Z;
Dreamacro/clash;	https://github.com/Dreamacro/clash;	Go;	109;	26;	444;	509;	2018-06-10T14:28:14Z;	2020-05-11T01:53:42Z;
grpc-ecosystem/grpc-gateway;	https://github.com/grpc-ecosystem/grpc-gateway;	Go;	544;	51;	504;	594;	2015-04-03T07:25:13Z;	2020-05-10T19:28:06Z;
dinedal/textql;	https://github.com/dinedal/textql;	Go;	25;	0;	52;	82;	2014-02-03T03:48:49Z;	2020-05-09T13:34:12Z;
jmoiron/sqlx;	https://github.com/jmoiron/sqlx;	Go;	91;	0;	258;	437;	2013-01-28T19:40:00Z;	2020-05-10T20:14:44Z;
emirpasic/gods;	https://github.com/emirpasic/gods;	Go;	54;	16;	43;	60;	2015-03-04T14:19:52Z;	2020-05-10T22:12:42Z;
rakyll/hey;	https://github.com/rakyll/hey;	Go;	30;	3;	42;	105;	2016-09-02T10:24:09Z;	2020-05-10T14:43:26Z;
git-lfs/git-lfs;	https://github.com/git-lfs/git-lfs;	Go;	1568;	76;	1915;	2179;	2013-09-22T22:03:28Z;	2020-05-10T11:44:25Z;
gravitational/teleport;	https://github.com/gravitational/teleport;	Go;	1707;	217;	1335;	1769;	2015-03-02T19:36:00Z;	2020-05-10T05:16:40Z;
cyfdecyf/cow;	https://github.com/cyfdecyf/cow;	Go;	18;	14;	304;	521;	2012-08-25T16:11:40Z;	2020-05-09T08:22:18Z;
apex/apex;	https://github.com/apex/apex;	Go;	253;	31;	405;	635;	2015-12-19T23:54:31Z;	2020-05-09T17:06:44Z;
cli/cli;	https://github.com/cli/cli;	Go;	323;	38;	340;	492;	2019-10-03T15:24:53Z;	2020-05-11T00:29:20Z;
Masterminds/glide;	https://github.com/Masterminds/glide;	Go;	195;	35;	414;	796;	2014-07-09T06:02:50Z;	2020-05-11T01:37:15Z;
sqshq/sampler;	https://github.com/sqshq/sampler;	Go;	20;	7;	27;	58;	2019-01-25T04:10:21Z;	2020-05-10T19:31:33Z;
micro/micro;	https://github.com/micro/micro;	Go;	503;	73;	261;	307;	2015-01-16T22:35:14Z;	2020-05-11T01:11:39Z;
kubernetes/dashboard;	https://github.com/kubernetes/dashboard;	Go;	2333;	45;	2081;	2211;	2015-10-15T23:09:14Z;	2020-05-10T23:44:28Z;
apex/up;	https://github.com/apex/up;	Go;	70;	89;	436;	698;	2017-06-21T01:20:01Z;	2020-05-10T21:34:47Z;
github/gh-ost;	https://github.com/github/gh-ost;	Go;	313;	40;	241;	422;	2016-03-21T10:08:52Z;	2020-05-11T01:47:41Z;
nats-io/nats-server;	https://github.com/nats-io/nats-server;	Go;	766;	33;	458;	519;	2012-10-29T16:12:24Z;	2020-05-10T15:35:59Z;
dgraph-io/badger;	https://github.com/dgraph-io/badger;	Go;	469;	23;	601;	637;	2017-01-26T05:09:49Z;	2020-05-10T13:59:24Z;
flynn/flynn;	https://github.com/flynn/flynn;	Go;	2080;	0;	1850;	2314;	2013-07-09T18:22:06Z;	2020-05-10T15:34:15Z;
dgrijalva/jwt-go;	https://github.com/dgrijalva/jwt-go;	Go;	72;	0;	193;	252;	2012-04-18T01:41:49Z;	2020-05-10T11:26:44Z;
json-iterator/go;	https://github.com/json-iterator/go;	Go;	91;	17;	258;	321;	2016-11-30T00:30:24Z;	2020-05-10T19:57:44Z;
kubernetes/ingress-nginx;	https://github.com/kubernetes/ingress-nginx;	Go;	2388;	68;	2481;	2633;	2016-11-04T22:54:14Z;	2020-05-11T01:28:27Z;
andlabs/ui;	https://github.com/andlabs/ui;	Go;	11;	1;	241;	336;	2014-02-17T23:44:00Z;	2020-05-10T18:04:35Z;
go-chi/chi;	https://github.com/go-chi/chi;	Go;	134;	20;	288;	294;	2015-10-15T20:46:29Z;	2020-05-11T01:40:36Z;
future-architect/vuls;	https://github.com/future-architect/vuls;	Go;	521;	26;	342;	378;	2016-03-27T02:29:09Z;	2020-05-10T12:54:12Z;
openshift/origin;	https://github.com/openshift/origin;	Go;	12787;	59;	8576;	8804;	2014-07-30T20:04:05Z;	2020-05-10T07:56:39Z;
gomodule/redigo;	https://github.com/gomodule/redigo;	Go;	84;	6;	317;	330;	2012-04-14T04:31:58Z;	2020-05-10T19:02:08Z;
therecipe/qt;	https://github.com/therecipe/qt;	Go;	62;	0;	803;	1034;	2014-11-19T00:03:08Z;	2020-05-10T15:42:00Z;
talk-go/night;	https://github.com/talk-go/night;	Go;	317;	0;	277;	284;	2018-03-17T15:28:14Z;	2020-05-10T15:51:35Z;
evanw/esbuild;	https://github.com/evanw/esbuild;	Go;	3;	0;	70;	94;	2016-06-14T16:08:50Z;	2020-05-11T01:57:20Z;
ardanlabs/gotraining;	https://github.com/ardanlabs/gotraining;	Go;	276;	0;	21;	21;	2014-07-01T23:12:46Z;	2020-05-10T21:06:29Z;
ahmetb/kubectx;	https://github.com/ahmetb/kubectx;	Go;	59;	16;	96;	110;	2017-03-30T18:06:53Z;	2020-05-10T16:51:45Z;
unknwon/go-fundamental-programming;	https://github.com/unknwon/go-fundamental-programming;	Go;	1;	0;	21;	22;	2013-03-20T21:54:32Z;	2020-05-10T12:16:18Z;
bettercap/bettercap;	https://github.com/bettercap/bettercap;	Go;	114;	39;	508;	573;	2018-01-07T15:30:41Z;	2020-05-10T21:30:39Z;
attic-labs/noms;	https://github.com/attic-labs/noms;	Go;	2248;	2;	1108;	1380;	2015-06-03T03:44:49Z;	2020-05-10T15:37:40Z;
sjwhitworth/golearn;	https://github.com/sjwhitworth/golearn;	Go;	101;	0;	62;	117;	2013-12-26T13:06:14Z;	2020-05-10T19:51:21Z;
rook/rook;	https://github.com/rook/rook;	Go;	2349;	49;	2403;	2625;	2016-07-08T22:45:05Z;	2020-05-10T21:02:04Z;
google/go-cloud;	https://github.com/google/go-cloud;	Go;	1604;	20;	931;	987;	2018-03-21T22:57:26Z;	2020-05-10T22:43:38Z;
kelseyhightower/confd;	https://github.com/kelseyhightower/confd;	Go;	191;	50;	419;	520;	2013-10-01T04:06:09Z;	2020-05-10T19:40:49Z;
opencontainers/runc;	https://github.com/opencontainers/runc;	Go;	1230;	16;	522;	702;	2015-06-05T23:30:45Z;	2020-05-09T18:01:51Z;
tidwall/tile38;	https://github.com/tidwall/tile38;	Go;	107;	52;	329;	427;	2016-03-04T23:07:44Z;	2020-05-10T21:30:32Z;
keybase/client;	https://github.com/keybase/client;	Go;	16058;	84;	2994;	6448;	2015-01-11T17:17:12Z;	2020-05-11T01:44:40Z;
cjbassi/gotop;	https://github.com/cjbassi/gotop;	Go;	23;	33;	91;	143;	2018-02-19T07:25:22Z;	2020-05-10T15:03:02Z;
filebrowser/filebrowser;	https://github.com/filebrowser/filebrowser;	Go;	237;	12;	660;	660;	2015-09-11T21:21:58Z;	2020-05-10T20:16:02Z;
claudiodangelis/qrcp;	https://github.com/claudiodangelis/qrcp;	Go;	54;	6;	53;	71;	2018-01-14T22:35:55Z;	2020-05-11T01:46:06Z;
polaris1119/The-Golang-Standard-Library-by-Example;	https://github.com/polaris1119/The-Golang-Standard-Library-by-Example;	Go;	37;	0;	16;	35;	2013-04-14T02:21:23Z;	2020-05-10T16:39:16Z;
casbin/casbin;	https://github.com/casbin/casbin;	Go;	98;	43;	284;	312;	2017-04-08T07:51:23Z;	2020-05-10T16:24:58Z;
shadowsocks/shadowsocks-go;	https://github.com/shadowsocks/shadowsocks-go;	Go;	36;	7;	230;	269;	2012-11-01T08:43:38Z;	2020-05-10T03:09:51Z;
urfave/negroni;	https://github.com/urfave/negroni;	Go;	129;	4;	88;	95;	2014-05-18T22:09:10Z;	2020-05-10T13:28:00Z;
tylertreat/comcast;	https://github.com/tylertreat/comcast;	Go;	25;	2;	19;	39;	2014-11-12T03:15:58Z;	2020-05-11T00:45:55Z;
golang/protobuf;	https://github.com/golang/protobuf;	Go;	187;	15;	677;	726;	2014-11-23T23:07:23Z;	2020-05-10T11:05:46Z;
quay/clair;	https://github.com/quay/clair;	Go;	384;	31;	381;	492;	2015-11-13T18:46:16Z;	2020-05-10T15:52:23Z;
blevesearch/bleve;	https://github.com/blevesearch/bleve;	Go;	617;	9;	426;	596;	2014-04-17T21:02:18Z;	2020-05-11T01:30:33Z;
gdrive-org/gdrive;	https://github.com/gdrive-org/gdrive;	Go;	26;	1;	171;	490;	2013-01-01T19:34:16Z;	2020-05-11T00:54:13Z;
derailed/k9s;	https://github.com/derailed/k9s;	Go;	89;	113;	516;	575;	2019-01-25T18:46:02Z;	2020-05-10T21:42:52Z;
loadimpact/k6;	https://github.com/loadimpact/k6;	Go;	474;	26;	591;	881;	2016-03-21T15:30:24Z;	2020-05-10T09:22:41Z;
