Nome/Dono;	URL;	Linguagem Primária;	Pull Requests Aceitas;	Releases;	Issues Fechadas;	Total de Issues;	Data de Criação;	Última Atualização;
Azure/DotNetty;	https://github.com/Azure/DotNetty;	C#;	169;	8;	204;	317;	2015-05-08T16:41:53Z;	2020-05-09T17:00:28Z;
sunkaixuan/SqlSugar;	https://github.com/sunkaixuan/SqlSugar;	C#;	18;	50;	479;	651;	2015-07-13T05:07:40Z;	2020-05-10T15:43:22Z;
ClusterM/hakchi2;	https://github.com/ClusterM/hakchi2;	C#;	47;	17;	1078;	1392;	2017-01-07T16:18:09Z;	2020-05-09T17:39:56Z;
randyrants/sharpkeys;	https://github.com/randyrants/sharpkeys;	C#;	8;	5;	235;	248;	2017-04-12T15:33:02Z;	2020-05-10T21:05:33Z;
JoshClose/CsvHelper;	https://github.com/JoshClose/CsvHelper;	C#;	78;	0;	1141;	1328;	2009-12-30T04:27:46Z;	2020-05-10T01:49:03Z;
KeenSoftwareHouse/SpaceEngineers;	https://github.com/KeenSoftwareHouse/SpaceEngineers;	C#;	83;	0;	80;	229;	2015-05-13T14:50:13Z;	2020-05-10T14:41:19Z;
elastic/elasticsearch-net;	https://github.com/elastic/elasticsearch-net;	C#;	1934;	136;	2444;	2520;	2010-09-27T13:55:00Z;	2020-05-09T08:26:51Z;
MassTransit/MassTransit;	https://github.com/MassTransit/MassTransit;	C#;	463;	0;	1006;	1017;	2010-07-16T13:21:43Z;	2020-05-10T20:33:52Z;
dotnet/corert;	https://github.com/dotnet/corert;	C#;	6259;	0;	1174;	1471;	2015-09-15T23:10:53Z;	2020-05-10T15:06:06Z;
simplcommerce/SimplCommerce;	https://github.com/simplcommerce/SimplCommerce;	C#;	260;	3;	476;	560;	2016-05-21T13:43:01Z;	2020-05-10T20:50:20Z;
playgameservices/play-games-plugin-for-unity;	https://github.com/playgameservices/play-games-plugin-for-unity;	C#;	164;	12;	2086;	2650;	2013-12-09T22:55:07Z;	2020-05-10T22:04:34Z;
ferventdesert/Hawk;	https://github.com/ferventdesert/Hawk;	C#;	4;	5;	56;	120;	2016-04-02T07:54:41Z;	2020-05-09T11:41:34Z;
openhardwaremonitor/openhardwaremonitor;	https://github.com/openhardwaremonitor/openhardwaremonitor;	C#;	14;	0;	440;	1204;	2015-08-23T21:32:54Z;	2020-05-11T01:39:15Z;
neuecc/MessagePack-CSharp;	https://github.com/neuecc/MessagePack-CSharp;	C#;	261;	42;	559;	597;	2017-02-13T00:58:41Z;	2020-05-10T20:55:28Z;
googlevr/gvr-unity-sdk;	https://github.com/googlevr/gvr-unity-sdk;	C#;	0;	37;	973;	1032;	2014-12-09T23:06:54Z;	2020-05-09T15:30:50Z;
aspnet/KestrelHttpServer;	https://github.com/aspnet/KestrelHttpServer;	C#;	1153;	26;	1458;	1458;	2014-05-30T22:46:28Z;	2020-05-01T23:13:02Z;
dotnet/winforms;	https://github.com/dotnet/winforms;	C#;	2104;	17;	635;	895;	2018-10-19T01:54:02Z;	2020-05-10T15:10:49Z;
yck1509/ConfuserEx;	https://github.com/yck1509/ConfuserEx;	C#;	22;	12;	318;	616;	2014-03-28T07:00:26Z;	2020-05-11T01:44:46Z;
marian42/wavefunctioncollapse;	https://github.com/marian42/wavefunctioncollapse;	C#;	3;	1;	7;	10;	2018-10-25T21:48:08Z;	2020-05-10T11:22:31Z;
naudio/NAudio;	https://github.com/naudio/NAudio;	C#;	75;	6;	314;	525;	2015-02-15T15:08:03Z;	2020-05-11T00:28:32Z;
Codeusa/Borderless-Gaming;	https://github.com/Codeusa/Borderless-Gaming;	C#;	39;	36;	227;	417;	2014-01-11T08:02:50Z;	2020-05-10T21:04:11Z;
projectkudu/kudu;	https://github.com/projectkudu/kudu;	C#;	690;	3;	1519;	2027;	2011-06-23T05:36:20Z;	2020-05-08T18:59:18Z;
microsoft/microsoft-ui-xaml;	https://github.com/microsoft/microsoft-ui-xaml;	C#;	758;	34;	783;	1594;	2018-07-26T18:45:29Z;	2020-05-10T15:00:35Z;
praeclarum/sqlite-net;	https://github.com/praeclarum/sqlite-net;	C#;	122;	7;	383;	712;	2011-04-26T17:33:28Z;	2020-05-10T18:47:34Z;
MediaBrowser/Emby;	https://github.com/MediaBrowser/Emby;	C#;	1803;	184;	1421;	1534;	2013-02-16T04:40:34Z;	2020-05-10T10:40:01Z;
mono/monodevelop;	https://github.com/mono/monodevelop;	C#;	6837;	0;	982;	1537;	2010-07-22T16:09:08Z;	2020-05-09T09:14:42Z;
cake-build/cake;	https://github.com/cake-build/cake;	C#;	945;	103;	1211;	1555;	2014-05-23T09:26:54Z;	2020-05-10T14:08:15Z;
studyzy/imewlconverter;	https://github.com/studyzy/imewlconverter;	C#;	6;	16;	112;	127;	2012-04-12T04:03:25Z;	2020-05-11T01:07:12Z;
xunit/xunit;	https://github.com/xunit/xunit;	C#;	147;	14;	1497;	1745;	2013-05-06T16:37:13Z;	2020-05-10T21:03:00Z;
picoe/Eto;	https://github.com/picoe/Eto;	C#;	606;	12;	763;	1012;	2011-06-02T05:40:38Z;	2020-05-08T18:45:58Z;
microsoft/BotBuilder-Samples;	https://github.com/microsoft/BotBuilder-Samples;	C#;	1147;	1;	868;	927;	2016-09-20T16:17:28Z;	2020-05-09T20:06:32Z;
dotnetcore/DotnetSpider;	https://github.com/dotnetcore/DotnetSpider;	C#;	37;	15;	100;	108;	2016-03-21T03:37:32Z;	2020-05-10T21:53:09Z;
TGSAN/CMWTAT_Digital_Edition;	https://github.com/TGSAN/CMWTAT_Digital_Edition;	C#;	1;	7;	7;	8;	2018-05-27T13:45:02Z;	2020-05-10T21:59:03Z;
File-New-Project/EarTrumpet;	https://github.com/File-New-Project/EarTrumpet;	C#;	21;	8;	336;	453;	2015-07-11T08:43:37Z;	2020-05-10T15:27:46Z;
ravendb/ravendb;	https://github.com/ravendb/ravendb;	C#;	9325;	0;	400;	400;	2010-03-02T11:05:30Z;	2020-05-09T06:02:57Z;
microsoft/Git-Credential-Manager-for-Windows;	https://github.com/microsoft/Git-Credential-Manager-for-Windows;	C#;	420;	38;	358;	427;	2015-09-14T15:22:26Z;	2020-05-10T16:57:13Z;
dotnet/runtime;	https://github.com/dotnet/runtime;	C#;	2983;	2;	26865;	32460;	2019-09-24T23:36:39Z;	2020-05-11T01:46:36Z;
kerryjiang/SuperSocket;	https://github.com/kerryjiang/SuperSocket;	C#;	25;	1;	185;	293;	2012-08-04T17:48:39Z;	2020-05-11T00:30:04Z;
davidfowl/AspNetCoreDiagnosticScenarios;	https://github.com/davidfowl/AspNetCoreDiagnosticScenarios;	C#;	31;	0;	10;	24;	2018-10-10T05:59:35Z;	2020-05-10T21:49:25Z;
aspnet/SignalR;	https://github.com/aspnet/SignalR;	C#;	1372;	1;	1659;	1659;	2016-10-17T16:39:15Z;	2020-05-10T17:22:45Z;
JosefNemec/Playnite;	https://github.com/JosefNemec/Playnite;	C#;	146;	84;	1180;	1592;	2017-03-25T19:16:06Z;	2020-05-10T13:55:34Z;
